Name,Ingredients,Station,Location,Meal Type,Item ID,DiningHall
Cluck Chicken Tenders,"Ingredients: Crispy Chicken Tenders (portioned chicken tenders with rib meat, water, seasoning [maltodextrin, salt, sugar, flavors, vegetable stock [carrot, onion, celery], carrot powder and garlic powder], sodium phosphates, salt, modified food starch. breaded with: wheat flour, water, bleached wheat flour, salt, wheat gluten, sugar, leavening [sodium bicarbonate, sodium aluminum phosphate, sodium acid pyrophosphate, monocalcium phosphate], yeast extract, yellow corn flour, onion powder, dextrose, garlic powder, yeast, spice, extractives of paprika, annatto, and turmeric, disodium inosinate and disodium guanylate. breading set in vegetable oil)",Grill,Grill,dinner,116,Warren
Black Strap Bbq Sauce,"Ingredients: Molasses, Apple Cider Vinegar (apple cider vinegar,  distilled vinegar from grain, natural flavor with caramel color, diluted with water to a uniform pickling and table strength of 5% [50 grains] acidity), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Red Hot Cayenne Pepper Sauce (aged cayenne red peppers, distilled vinegar, water, salt & garlic powder)",Grill,Grill,dinner,117,Warren
Dill Pickle Slices,"Ingredients: Sliced Kosher Dill Pickles (fresh cucumbers, water, salt, distilled vinegar, contains less than 2% of dried garlic, calcium chloride, spice, sodium benzoate (to preserve flavor), mustard seed, dried red peppers, natural flavor, polysorbate 80, oleoresin turmeric)",Grill,Grill,dinner,118,Warren
Buffalo Sauce,"Ingredients: Buffalo Wing Sauce (distilled vinegar, aged cayenne red peppers, salt, water, canola oil, paprika, xanthan gum, natural butter-type flavor [non-dairy] & garlic powder)",Grill,Grill,dinner,119,Warren
Light Ranch Dressing,"Ingredients: Lite Ranch Dressing (cultured buttermilk, vegetable oil [soybean and/or canola], water, egg yolk, contains less than 2% of salt, maltodextrin, nonfat milk powder, monosodium glutamate, sugar, modified corn starch, lactic acid, potassium sorbate [preservative], nonfat milk solids, distilled vinegar, xanthan gum, onion*, cream, spice, whey, garlic*, vinegar powder, guar gum, sour cream powder, mustard flour, milk, natural flavor, dipotassium phosphate, citric acid. [*dried])",Grill,Grill,dinner,120,Warren
Crispy Waffle Fries,"Ingredients: Spicy Waffle Fries (potatoes, vegetable oil [contains one or more of the following oils: canola, soybean, cottonseed, sunflower, corn], bleached enriched wheat flour [flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid]. contains 2% or less of caramel color, cocoa powder [processed with alkali], degermed yellow corn meal, dextrin, dextrose, garlic powder, leavening [sodium acid pyrophosphate, sodium bicarbonate], natural garlic flavor, onion powder, paprika extract [color], rice flour, salt, sodium acid pyrophosphate added to maintain color, spices, tapioca starch, tapioca starch - modified, xanthan gum)",Grill,Grill,dinner,121,Warren
Crispy Chicken,"Ingredients: ""CHICKEN BREAST FILLET BRD HOMESTYLE 3.5 OZ CKD FZ"" (ingredient details unavailable at this time)",Grill,Grill,dinner,122,Warren
Spicy Oil,"Ingredients: Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Cayenne Pepper (red pepper), Granulated Garlic (garlic powder)",Grill,Grill,dinner,123,Warren
Coleslaw Dressing  ,"Ingredients: Coleslaw Dressing (soybean oil, sugar, water, apple cider vinegar, distilled vinegar, egg yolk, salt, contains less than 2% of mustard flour, polysorbate 60, xanthan gum, natural flavor, calcium disodium edta [to protect flavor])",Grill,Grill,dinner,124,Warren
Cheese Sauce,"Ingredients: Cheddar Cheese Sauce (water, soybean oil, aged cheddar cheese [cultured milk, salt, enzymes], modified cornstarch, maltodextrin, 2% or less of cornstarch, salt, vinegar, natural flavors, sodium phosphate, yeast extract, datem, mono and diglycerides, extractives of turmeric, extractives of paprika, lactic acid)",Grill,Grill,dinner,125,Warren
Martin's® Potato Roll,"Ingredients: Brioche Slider Roll (unbleached, unbromated enriched wheat flour [malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid], water, yeast, malted barley flour, sugar, contains 2% or less of the following: salt, soybean oil, wheat gluten, sodium alginate, corn starch, annatto extract & turmeric extract, calcium propionate, ascorbic acid, canola oil, sunflower lecithin, wheat protein isolate, enzymes, vegetable proteins, vegetable oil, dextrose, maltodextrins, natural flavors [SESAME SEEDS USED INSIDE BAKERY])",Grill,Grill,dinner,126,Warren
Macked Burger Bacon,"Ingredients: 18/22 Bacon Slices ((cured with water, salt, sugar, smoke flavoring, sodium phosphate, sodium erythorbate, sodium nitrate) )",Grill,Grill,dinner,127,Warren
Create Your Own Omelet Station,"Ingredients: Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color)",Round Grill,Round Grill,breakfast,10,Warren
Diced Breakfast Ham,"Ingredients: Diced Ham (pork cured with: water, salt, dextrose, modified food starch, potassium lactate, sodium phosphate, sodium erythorbate, sodium diacetate, natural smoke flavoring, sodium nitrite [MAY CONTAIN SODIUM ASCORBATE])",Round Grill,Round Grill,breakfast,11,Warren
Diced Onions,Ingredients: Fresh Yellow Onion,Round Grill,Round Grill,breakfast,12,Warren
Diced Green Peppers,Ingredients: Fresh Bell Pepper,Round Grill,Round Grill,breakfast,13,Warren
Sauteed Mushrooms,"Ingredients: Fresh Mushrooms, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Round Grill,Round Grill,breakfast,14,Warren
Tofu,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate)",Round Grill,Round Grill,breakfast,15,Warren
Shredded Cheddar Cheese,"Ingredients: Shredded Cheddar Cheese (pasteurized milk, cheese culture, salt, enzymes and annatto [if colored]. potato starch and powdered cellulose added to prevent caking)",Round Grill,Round Grill,breakfast,16,Warren
Egg Whites,"Ingredients: Liquid Egg Whites (egg whites, guar gum, and triethyl citrate)",Round Grill,Round Grill,breakfast,17,Warren
Fried Egg,"Ingredients: Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Large Whole Eggs",Round Grill,Round Grill,breakfast,18,Warren
Swiss Cheese,"Ingredients: Swiss Cheese Slices (pasteurized part-skim milk, cheese culture, salt, enzymes)",Round Grill,Round Grill,breakfast,19,Warren
Provolone Cheese,"Ingredients: Sliced Provolone Cheese (pasteurized milk, cheese culture, salt, enzymes)",Round Grill,Round Grill,breakfast,20,Warren
Sauteed Chorizo,"Ingredients: Chorizo Sausage with Brandy (pork, water, seasoning [paprika, spices], sea salt, red vinegar, brandy, sodium nitrate, vinegar)",Round Grill,Round Grill,breakfast,21,Warren
Crispy Bacon Bits,"Ingredients: 14/18 Bacon Slices (pork, cured with water, sea salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite, contains less than 2% of the following: cane sugar, celery powder)",Round Grill,Round Grill,breakfast,22,Warren
Create Your Own Stir-Fry,Ingredients: Water,Round Grill,Round Grill,lunch,71,Warren
Diced Beef,Ingredients: Top Round (beef),Round Grill,Round Grill,lunch,72,Warren
Baked Chicken,"Ingredients: Halal Chicken Breast (boneless skinless chicken breasts with rib meat), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Round Grill,Round Grill,lunch,73,Warren
Garbanzo Beans,"Ingredients: Low Sodium Garbanzo Beans (prepared chick peas, water, salt, calcium chloride [firming agent], disodium edta [promotes color retention])",Round Grill,Round Grill,lunch,74,Warren
Chopped Fresh Spinach,Ingredients: Fresh Spinach,Round Grill,Round Grill,lunch,75,Warren
Julienned Baby Bok Choy,Ingredients: Bok Choy,Round Grill,Round Grill,lunch,76,Warren
Shredded Carrots,Ingredients: Fresh Carrot,Round Grill,Round Grill,lunch,77,Warren
Sliced Mushrooms,Ingredients: Fresh Mushrooms,Round Grill,Round Grill,lunch,78,Warren
Sliced Yellow Squash,Ingredients: Fresh Yellow Squash,Round Grill,Round Grill,lunch,79,Warren
Green Peas,Ingredients: Frozen Green Peas,Round Grill,Round Grill,lunch,80,Warren
Napa Cabbage,Ingredients: Fresh Cabbage,Round Grill,Round Grill,lunch,81,Warren
Edamame,"Ingredients: Water, Shelled Edamame (soybeans)",Round Grill,Round Grill,lunch,82,Warren
Sliced Zucchini,Ingredients: Fresh Zucchini,Round Grill,Round Grill,lunch,83,Warren
Sliced Red Onions,Ingredients: Fresh Red Onion,Round Grill,Round Grill,lunch,84,Warren
Tofu,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate)",Round Grill,Round Grill,breakfast,85,Warren
Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  )",Round Grill,Round Grill,lunch,86,Warren
Jasmine Rice,"Ingredients: Water, Jasmine Rice ([thai hom mali jasmine rice])",Round Grill,Round Grill,lunch,87,Warren
Soy Sauce,"Ingredients: Gluten-Free Tamari Soy Sauce (water, soybeans, salt, sugar, brewing starter, alcohol, vinegar, lactic acid)",Round Grill,Round Grill,lunch,88,Warren
Orange Zesty Sauce,"Ingredients: Zesty Orange Sauce (sugar, water, soy sauce [water, soybeans, wheat, salt], white distilled vinegar, modified cornstarch, 2% or less of garlic, toasted sesame oil, orange juice concentrate, ginger, xanthan gum, canola oil, salt, extractives of annatto, spice)",Round Grill,Round Grill,lunch,89,Warren
Lo Mein Noodles,"Ingredients: Yakisoba Noodles (bleached wheat flour, water, less than 2% of wheat gluten, tapioca starch, salt, dough conditioner [salt, enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrite, riboflavin, folic acid], dextrose, sugar, malted barley flour, monoglycerides, diacetyl tartaric acid esters of mono-diglycerides [datem] and less than 2% of soybean oil, l-cysteine hydrochloride, ascorbic acid, enzymes], canola oil, flour mix [wheat flour, fd&c yellow #5, yellow #6], corn starch, potassium carbonate, potassium bicarbonate, potassium sorbate [preservative], sodium benzoate [preservative])",Round Grill,Round Grill,lunch,90,Warren
Create Your Own Stir-Fry,Ingredients: Water,Round Grill,Round Grill,dinner,149,Warren
Diced Beef,Ingredients: Top Round (beef),Round Grill,Round Grill,dinner,150,Warren
Baked Chicken,"Ingredients: Halal Chicken Breast (boneless skinless chicken breasts with rib meat), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Round Grill,Round Grill,dinner,151,Warren
Chopped Fresh Spinach,Ingredients: Fresh Spinach,Round Grill,Round Grill,dinner,152,Warren
Julienned Baby Bok Choy,Ingredients: Bok Choy,Round Grill,Round Grill,dinner,153,Warren
Shredded Carrots,Ingredients: Fresh Carrot,Round Grill,Round Grill,dinner,154,Warren
Sliced Mushrooms,Ingredients: Fresh Mushrooms,Round Grill,Round Grill,dinner,155,Warren
Sliced Yellow Squash,Ingredients: Fresh Yellow Squash,Round Grill,Round Grill,dinner,156,Warren
Green Peas,Ingredients: Frozen Green Peas,Round Grill,Round Grill,dinner,157,Warren
Napa Cabbage,Ingredients: Fresh Cabbage,Round Grill,Round Grill,dinner,158,Warren
Edamame,"Ingredients: Water, Shelled Edamame (soybeans)",Round Grill,Round Grill,dinner,159,Warren
Sliced Zucchini,Ingredients: Fresh Zucchini,Round Grill,Round Grill,dinner,160,Warren
Sliced Red Onions,Ingredients: Fresh Red Onion,Round Grill,Round Grill,dinner,161,Warren
Tofu,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate)",Round Grill,Round Grill,breakfast,162,Warren
Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  )",Round Grill,Round Grill,dinner,163,Warren
Jasmine Rice,"Ingredients: Water, Jasmine Rice ([thai hom mali jasmine rice])",Round Grill,Round Grill,dinner,164,Warren
Soy Sauce,"Ingredients: Gluten-Free Tamari Soy Sauce (water, soybeans, salt, sugar, brewing starter, alcohol, vinegar, lactic acid)",Round Grill,Round Grill,dinner,165,Warren
Orange Zesty Sauce,"Ingredients: Zesty Orange Sauce (sugar, water, soy sauce [water, soybeans, wheat, salt], white distilled vinegar, modified cornstarch, 2% or less of garlic, toasted sesame oil, orange juice concentrate, ginger, xanthan gum, canola oil, salt, extractives of annatto, spice)",Round Grill,Round Grill,dinner,166,Warren
Lo Mein Noodles,"Ingredients: Yakisoba Noodles (bleached wheat flour, water, less than 2% of wheat gluten, tapioca starch, salt, dough conditioner [salt, enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrite, riboflavin, folic acid], dextrose, sugar, malted barley flour, monoglycerides, diacetyl tartaric acid esters of mono-diglycerides [datem] and less than 2% of soybean oil, l-cysteine hydrochloride, ascorbic acid, enzymes], canola oil, flour mix [wheat flour, fd&c yellow #5, yellow #6], corn starch, potassium carbonate, potassium bicarbonate, potassium sorbate [preservative], sodium benzoate [preservative])",Round Grill,Round Grill,dinner,167,Warren
Southwest Style Black Bean Soup,"Ingredients: Black Bean Soup (black beans, water, orange juice, onions, roasted red peppers, roasted sweet corn, green chili peppers, tomato puree [tomatoes, salt, citric acid], corn oil, sea salt, lime juice concentrate [100%], cilantro, cumin, garlic, chili powder [spices, sea salt, garlic powder], ancho chili powder, smoked paprika, dried pasilla pepper, dried oregano, bay leaf)",Soup,Soup,lunch,102,Warren
Beef Barley & Vegetable Soup,"Ingredients: Beef Barley & Vegetable Soup (water, diced tomatoes [tomatoes, tomato juice, salt, citric acid], angus beef, carrots, onions, barley, celery, green beans, peas, mushrooms, leeks, red bell pepper, beef stock, sea salt, butter [sweet cream, salt], parsley, garlic, thyme, black pepper)",Soup,Soup,lunch,103,Warren
Southwest Style Black Bean Soup,"Ingredients: Black Bean Soup (black beans, water, orange juice, onions, roasted red peppers, roasted sweet corn, green chili peppers, tomato puree [tomatoes, salt, citric acid], corn oil, sea salt, lime juice concentrate [100%], cilantro, cumin, garlic, chili powder [spices, sea salt, garlic powder], ancho chili powder, smoked paprika, dried pasilla pepper, dried oregano, bay leaf)",Soup,Soup,dinner,181,Warren
Beef Barley & Vegetable Soup,"Ingredients: Beef Barley & Vegetable Soup (water, diced tomatoes [tomatoes, tomato juice, salt, citric acid], angus beef, carrots, onions, barley, celery, green beans, peas, mushrooms, leeks, red bell pepper, beef stock, sea salt, butter [sweet cream, salt], parsley, garlic, thyme, black pepper)",Soup,Soup,dinner,182,Warren
Creamy Vegan Mac & Cheese,"Ingredients: Water, Original Soy Milk (organic soymilk [filtered water, organic soybeans], organic cane sugar, contains 2% or less of: vitamin & mineral blend [calcium carbonate, vitamin a palmitate, vitamin d2, riboflavin [b2], vitamin b12], sea salt, natural flavors, gellan gum. [PRODUCED IN A FACILITY THAT ALSO PROCESSES TREE NUTS]), Vegan Shredded Cheddar Cheese (cheddar-style cheese [filtered water, modified potato starch, palm oil, sunflower oil, sea salt, cellulose gum, tapioca starch, yeast extract, cellulose gel, konjac powder [thickener], cultured dextrose, citric acid, locust bean gum, natural flavors, annatto [color], paprika extract [color], probiotic cultures [bacillus subtilis], powdered cellulose [to prevent caking]), Elbow Macaroni (durum wheat semolina, durum wheat flour, vitamin b3 [niacin], iron [ferrous sulfate], vitamin b1 [thiamine mononitrate], vitamin b2 [riboflavin], folic acid), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Onion Powder, Garlic Powder ([garlic]), Nutritional Yeast (dried yeast, niacin [b3], pyridoxine hydrochloride [b6], riboflavin [b2], thiamine hydrochloride [b-1], folic acid and vitamin b-12), Ground Nutmeg",Vegan,Vegan,lunch,91,Warren
Sauteed Peppers And Onions,"Ingredients: Fresh Yellow Onion, Fresh Bell Pepper, Fresh Bell Pepper, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Vegan,Vegan,lunch,92,Warren
Korean Bbq Tofu,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate), Korean Hot Sauce (soy sauce [water, wheat, soybeans, salt, sodium benzoate [preservative]], sugar, roasted red onion puree [red onion, water, citric acid], apple sauce [apples, water, ascorbic acid [to protect color]], maple syrup, distilled vinegar, garlic puree [garlic, water], molasses, orange juice concentrate, contains less than 2% of sesame oil, sake wine, pear juice concentrate, reconstituted lime juice [water, lime juice concentrate], modified corn starch, spice, water, potassium sorbate and sodium benzoate [preservatives], salt, ascorbic acid, natural flavor), Fresh Yellow Onion, Fresh Broccoli, Fresh Cabbage, Fresh Celery, Fresh Carrot, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene)",Vegan,Vegan,dinner,168,Warren
Seasoned Rice,"Ingredients: Water, White Rice (long grain rice enriched with iron [ferric orthophosphate], niacin, thiamin [thiamin mononitrate] and folic acid), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Vegan,Vegan,dinner,169,Warren
Pork And Beef Vindaloo,"Ingredients: Top Round (beef), Pork Shoulder and Butt, Diced Potato Cubes in Water, Sliced Black Olives (olives, water, salt, ferrous gluconate), Apple Cider Vinegar (apple cider vinegar,  distilled vinegar from grain, natural flavor with caramel color, diluted with water to a uniform pickling and table strength of 5% [50 grains] acidity), Fresh Bell Pepper, Fresh Yellow Onion, Low-Sodium Gluten-Free Beef Base (roasted beef and beef stock, salt, natural flavors, sugar, tomato paste, 2% or less of potato starch, autolyzed yeast extract, canola oil, beef fat), Water, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Ground Turmeric, Ground Cumin, Ground Paprika (paprika and silicon dioxide [added to make free flowing]), Whole Mustard Seed, Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Cinnamon, Fresh Gingerroot, Whole Cloves, Ground Cardamom, Ground Nutmeg, Ground Black Pepper, Habanero Chili Pepper",Wok Station,Wok Station,lunch,99,Warren
Yellow Lentil Dal,"Ingredients: Water, Golden Yellow Lentils, Ground Cumin, Ground Coriander, Fresh Tomatoes, Ground Cardamom, Fresh Yellow Onion, Ground Cinnamon, Ground Cloves, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Gingerroot, Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Whole Cumin Seed, Ground Turmeric",Wok Station,Wok Station,lunch,100,Warren
Chinese Hot And Sour Soup With Pork,"Ingredients: Water, Boneless Pork Loin, Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate), Fresh Mushrooms, Bamboo Shoots (bamboo shoots, water, citric acid), Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color), Light Soy Sauce (water, soybeans, wheat, salt, lactic acid, sodium benzoate: less than 1/10 of 1% as a preservative), Seasoned Rice Wine Vinegar (rice wine vinegar [diluted with water to 4.5% acidity], sugar, salt, potassium metabisulfite [preservative], caramel color), Low-Sodium Gluten-Free Chicken Base (chicken meat, salt, chicken broth, chicken fat, sugar, canola oil, corn starch, 2% or less of natural flavors, potato starch, turmeric [color]), Fresh Gingerroot, Scallion, Fresh Cilantro, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Corn Starch, Sambal Oelek Chili Paste (chili, salt, acetic acid, potassium sorbate and sodium bisulfite as preservatives, xanthan gum. contains sulphite [sodium bisulfite]), Granulated Sugar, Granulated Iodized Salt (salt, sodium silicoaluminate, dextrose, potassium iodine and sodium bicarbonate), Ground Black Pepper",Wok Station,Wok Station,lunch,101,Warren
Rogan Josh,"Ingredients: Lamb Stew Meat, Water, Ground Cumin, Fresh Tomatoes, Non-Fat Plain Greek Yogurt (cultured grade a non fat milk), Fresh Yellow Onion, Ground Coriander, Tomato Puree (vine ripened tomatoes, water, tomato paste, salt), Ground Cardamom, Indian Curry Paste (ground onion [onion, citric acid], water, canola oil, spices [paprika [color], cumin, coriander, black pepper, turmeric, cayenne, cardamom], ground garlic [garlic, citric acid], ginger puree [ginger, phosphoric acid], distilled vinegar, salt, dehydrated onion), Ground Cinnamon, Ground Cloves, Tomato Paste (vine ripened fresh tomatoes, citric acid), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), Fresh Garlic, Fresh Gingerroot, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Cilantro, Ground Black Pepper",Wok Station,Wok Station,dinner,177,Warren
Sargent Choice Chana Masala,"Ingredients: Low Sodium Garbanzo Beans (prepared chick peas, water, salt, calcium chloride [firming agent], disodium edta [promotes color retention]), Fresh Yellow Onion, Fresh Tomatoes, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Jalapeno Pepper, Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), Fresh Garlic, Fresh Cilantro, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Gingerroot",Wok Station,Wok Station,dinner,178,Warren
Chinese Hot And Sour Soup With Pork,"Ingredients: Water, Boneless Pork Loin, Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate), Fresh Mushrooms, Bamboo Shoots (bamboo shoots, water, citric acid), Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color), Light Soy Sauce (water, soybeans, wheat, salt, lactic acid, sodium benzoate: less than 1/10 of 1% as a preservative), Seasoned Rice Wine Vinegar (rice wine vinegar [diluted with water to 4.5% acidity], sugar, salt, potassium metabisulfite [preservative], caramel color), Low-Sodium Gluten-Free Chicken Base (chicken meat, salt, chicken broth, chicken fat, sugar, canola oil, corn starch, 2% or less of natural flavors, potato starch, turmeric [color]), Fresh Gingerroot, Scallion, Fresh Cilantro, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Corn Starch, Sambal Oelek Chili Paste (chili, salt, acetic acid, potassium sorbate and sodium bisulfite as preservatives, xanthan gum. contains sulphite [sodium bisulfite]), Granulated Sugar, Granulated Iodized Salt (salt, sodium silicoaluminate, dextrose, potassium iodine and sodium bicarbonate), Ground Black Pepper",Wok Station,Wok Station,dinner,179,Warren
Chicken Tikka Masala,"Ingredients: Fresh Tomatoes, Tomato Puree (vine ripened tomatoes, water, tomato paste, salt), Halal Chicken Thigh ((boneless skinless thigh meat)), Curry Powder (coriander, fenugreek, turmeric, cumin, black pepper, bay leaves, celery seed, nutmeg, clove, onion, ginger and red pepper), Fresh Tomatoes, Indian Curry Paste (ground onion [onion, citric acid], water, canola oil, spices [paprika [color], cumin, coriander, black pepper, turmeric, cayenne, cardamom], ground garlic [garlic, citric acid], ginger puree [ginger, phosphoric acid], distilled vinegar, salt, dehydrated onion), Non-Fat Plain Greek Yogurt (cultured grade a non fat milk), Fresh Jalapeno Pepper, Fresh Yellow Onion, Half & Half Cream (milk, cream and disodium phosphate), Ground Paprika (paprika and silicon dioxide [added to make free flowing]), Fresh Gingerroot, Ground Cardamom, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Ground Cinnamon, Ground Cloves, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Cilantro, Ground Black Pepper, Ground Cumin",Wok Station,Wok Station,dinner,180,Warren
Acai Berry Smoothie,"Ingredients: ""MILK ALMOND ESL REFRIGERATED"" (ingredient details unavailable at this time), ""Ice Cubes"" (ingredient details unavailable at this time), Acai Pureè (organic fair trade açaí puree*, filtered water, organic invert cane syrup, organic tapioca syrup, organic vegetable glycerin, organic locust bean gum, organic guar gum, organic flavor, organic sunflower lecithin, citric acid, organic fruit & vegetable juice [for color]), Sliced Bananas (bananas, ascorbic and citric acid [to preserve color]), Sliced Unsweetened Strawberries",Wraps N Bowls,Wraps N Bowls,breakfast,8,Warren
Egg & Cheese Biscuit Sandwich,"Ingredients: Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color), Mild White Cheddar Slices (pasteurized milk, cheese culture, salt, enzymes, annatto  [vegetable color]), Southern-Style Biscuit (enriched flour bleached [wheat flour, malted barley flour, niacin, ferrous sulfate [iron], thiamin mononitrate, riboflavin, folic acid], water, soybean oil, hydrogenated soybean oil, buttermilk, palm oil, palm kernel oil, sugar, sodium aluminum phosphate, salt, baking soda, datem, calcium acid pyrophosphate, sodium caseinate, potassium bicarbonate, wheat protein isolate, pectin, cream, natural flavor)",Wraps N Bowls,Wraps N Bowls,breakfast,9,Warren
Achiote Chicken ,"Ingredients: Halal Chicken Thigh ((boneless skinless thigh meat)), Orange Juice (100% orange juice from concentrate contains pure filtered water, premium concentrated orange juice, ascorbic acid [vitamin c]**. **ingredient not found in regular orange juice from concentrate), Achiote Paste (water, corn flour, annatto seed, salt, garlic, spices, acetic acid and sodium benzoate as preservative [MAY CONTAIN SESAME SEEDS]), Fresh Jalapeno Pepper, Fresh Cilantro, Fresh Garlic, Ground Black Pepper, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Wraps N Bowls,Wraps N Bowls,lunch,55,Warren
Mojo Pork,"Ingredients: Pork Shoulder and Butt, Orange Juice (100% orange juice from concentrate contains pure filtered water, premium concentrated orange juice, ascorbic acid [vitamin c]**. **ingredient not found in regular orange juice from concentrate), Fresh Yellow Onion, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Cilantro, Fresh Garlic, Extra Virgin Olive Oil, Worcestershire Sauce (distilled vinegar, molasses, water, corn syrup, salt, caramel color, sugar, spices, anchovy [fish], natural flavor [soy], tamarind extract & soy lecithin), Ground Cumin, Dried Oregano, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Wraps N Bowls,Wraps N Bowls,lunch,56,Warren
Streets Cumin Roasted Vegetables,"Ingredients: Fresh Broccoli, Fresh Yellow Squash, Fresh Zucchini, Fresh Yellow Onion, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Cumin",Wraps N Bowls,Wraps N Bowls,lunch,57,Warren
