Name,Ingredients,Station,Location,Meal Type,Item ID,DiningHall
Diced Chicken,"Ingredients: Halal Chicken Thigh ((boneless skinless thigh meat)), Halal Chicken Breast (boneless skinless chicken breasts with rib meat)",Saute,Saute ,lunch,82,West
Diced Beef,Ingredients: Top Round (beef),Saute,Saute ,lunch,83,West
Baked Chicken,"Ingredients: Halal Chicken Breast (boneless skinless chicken breasts with rib meat), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute ,lunch,84,West
Roast Pork Butt,"Ingredients: Pork Shoulder and Butt, Water, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute ,lunch,85,West
Chopped Fresh Spinach,Ingredients: Fresh Spinach,Saute,Saute ,lunch,86,West
Julienned Baby Bok Choy,Ingredients: Bok Choy,Saute,Saute ,lunch,87,West
Shredded Carrots,Ingredients: Fresh Carrot,Saute,Saute ,lunch,88,West
Sliced Mushrooms,Ingredients: Fresh Mushrooms,Saute,Saute ,lunch,89,West
Sliced Yellow Squash,Ingredients: Fresh Yellow Squash,Saute,Saute ,lunch,90,West
Green Peas,Ingredients: Frozen Green Peas,Saute,Saute ,lunch,91,West
Napa Cabbage,Ingredients: Fresh Cabbage,Saute,Saute ,lunch,92,West
Edamame,"Ingredients: Water, Shelled Edamame (soybeans)",Saute,Saute ,lunch,93,West
Sliced Zucchini,Ingredients: Fresh Zucchini,Saute,Saute ,lunch,94,West
Sliced Red Onions,Ingredients: Fresh Red Onion,Saute,Saute ,lunch,95,West
Tofu,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate)",Saute,Saute ,breakfast,96,West
Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  )",Saute,Saute ,lunch,97,West
Jasmine Rice,"Ingredients: Water, Jasmine Rice ([thai hom mali jasmine rice])",Saute,Saute ,lunch,98,West
Soy Sauce,"Ingredients: Gluten-Free Tamari Soy Sauce (water, soybeans, salt, sugar, brewing starter, alcohol, vinegar, lactic acid)",Saute,Saute ,lunch,99,West
Orange Zesty Sauce,"Ingredients: Zesty Orange Sauce (sugar, water, soy sauce [water, soybeans, wheat, salt], white distilled vinegar, modified cornstarch, 2% or less of garlic, toasted sesame oil, orange juice concentrate, ginger, xanthan gum, canola oil, salt, extractives of annatto, spice)",Saute,Saute ,lunch,100,West
Create Your Own Bowl,Ingredients: Water,Saute,Saute ,dinner,158,West
Farro,"Ingredients: Water, Farro",Saute,Saute ,dinner,159,West
Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  )",Saute,Saute ,dinner,160,West
Tofu,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate)",Saute,Saute ,breakfast,161,West
Roasted Chickpeas,"Ingredients: Low Sodium Garbanzo Beans (prepared chick peas, water, salt, calcium chloride [firming agent], disodium edta [promotes color retention]), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute ,dinner,162,West
Roasted Yellow Squash,"Ingredients: Fresh Yellow Squash, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Italian Seasoning (marjoram, thyme, rosemary, savory, sage, oregano, and basil), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute ,dinner,163,West
Roasted Zucchini,"Ingredients: Fresh Zucchini, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Italian Seasoning (marjoram, thyme, rosemary, savory, sage, oregano, and basil), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute ,dinner,164,West
Roasted Red Peppers,"Ingredients: Roasted Red Pepper Strips (roasted red peppers, water, salt, citric acid)",Saute,Saute ,dinner,165,West
Roasted Corn,"Ingredients: Frozen Corn Kernels, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute ,dinner,166,West
Roasted Beets,Ingredients: Red Beet,Saute,Saute ,dinner,167,West
Roasted Sweet Potatoes,"Ingredients: Sweet Potato, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute ,dinner,168,West
Harissa,"Ingredients: Fresh Bell Pepper, Fresh Yellow Onion, Fresh Tomatoes, Fresh Garlic, Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), Chipotle Pepper Flavor Concentrate (red bell pepper puree [red peppers, water, salt, citric acid], maltodextrin, vegetable oil [corn and/or canola oil], onions, chipotle powder, salt, sugar, olive oil, jalapeno peppers, spices, carrot, celery, onion powder, vinegar, modified cornstarch, 2% or less of palm oil, garlic, yeast extract, natural smoke flavor, citric acid, natural), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Ground Coriander, Ground Cumin, Ground Paprika (paprika and silicon dioxide [added to make free flowing]), Ground Black Pepper",Saute,Saute ,dinner,169,West
Jerk Bbq Sauce,"Ingredients: BBQ Sauce (high fructose corn syrup, distilled vinegar, tomato paste, modified corn starch, contains less than 2% of salt, pineapple juice concentrate, natural smoke flavor, spice, caramel color, molasses, sodium benzoate [preservative], garlic,* mustard flour, corn syrup, sugar, tamarind, natural flavor, celery seed. *dried), Water, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Caribbean Jerk Seasoning (water, salt, black pepper, allspice, cane vinegar, raw cane sugar, approved spices [including red pepper], scallions, tomato paste, hot peppers, thyme, dextrose, caramel color, chives, citric acid, and sulfiting agents)",Saute,Saute ,dinner,170,West
On The Go Smoothie,"Ingredients: Frozen Mango Puree (mangoes, cane sugar, citric and ascorbic acids), Fresh Blueberries, Sliced Unsweetened Strawberries, Fresh Strawberries, Pure Clover Honey, ""CEREAL BULK GRANOLA OAT & HONEY ORGANIC"" (ingredient details unavailable at this time)",Smoothie,Smoothie ,breakfast,1,West
The Island Smoothie,"Ingredients: ""Ice Cubes"" (ingredient details unavailable at this time), Fresh Banana, Non-Fat Vanilla Yogurt (cultured grade a non fat milk, cane sugar, modified food starch, water, contains less than 1% of natural flavors, vegetable juice [for color], agar agar, citric acid, sodium citrate, potassium sorbate [to maintain freshness], vitamin d3), Sliced Unsweetened Strawberries, Pineapple Tidbits in Juice (pineapple, pineapple juice, citric acid), Fresh Papaya, Sugar in the Raw (turbinado sugar)",Smoothie,Smoothie ,lunch,42,West
Kale & Pineapple Smoothie,"Ingredients: Frozen Pineapple, Fresh Apple, Fresh Banana, Water, ""Ice Cubes"" (ingredient details unavailable at this time), Fresh Kale",Smoothie,Smoothie ,lunch,43,West
Strawberry Passion Fruit Smoothie,"Ingredients: Water, Frozen Mango Puree (mangoes, cane sugar, citric and ascorbic acids), Sliced Unsweetened Strawberries, Fresh Mint Leaves, Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Smoothie,Smoothie ,dinner,120,West
Gatorade® Lemon-Lime,"Ingredients: ""SS DRINK GATORADE G2 LO CAL FRUIT PUNCH 12 OZ"" (ingredient details unavailable at this time), ""SS DRINK ENERGY RED BULL 8.4 OZ"" (ingredient details unavailable at this time)",Smoothie,Smoothie ,dinner,121,West
Broccoli  Cheddar Soup,"Ingredients: Broccoli Cheddar Soup (water, cheddar cheese [milk, cheese cultures, salt, enzymes], broccoli, light cream [milk, cream], butter [cream, salt], onions, rice flour, corn starch, olive oil, sea salt, garlic, annatto seed powder, bay leaves, white pepper, nutmeg)",Soup,Soup,lunch,101,West
Italian Wedding Soup,"Ingredients: Water, Italian Wedding Soup with Meatballs (chicken stock [water, chicken bones, onions, celery, carrots, sea salt, garlic, parsley, white pepper, thyme, bay leaves, marjoram], meatballs [beef, water, egg whites, bread crumbs [wheat flour, salt, yeast], romano cheese [pasteurized sheep's and/or cow's milk, rennet, salt, cheese cultures, enzymes], dehydrated onion, cane sugar, salt, natural flavors], onions, acini di pepe pasta [semolina [wheat], egg whites], spinach, escarole, extra virgin olive oil, basil, garlic, sea salt, thyme, canola oil, fennel seed, lemon juice, red pepper flakes, black pepper)",Soup,Soup,lunch,102,West
Broccoli  Cheddar Soup,"Ingredients: Broccoli Cheddar Soup (water, cheddar cheese [milk, cheese cultures, salt, enzymes], broccoli, light cream [milk, cream], butter [cream, salt], onions, rice flour, corn starch, olive oil, sea salt, garlic, annatto seed powder, bay leaves, white pepper, nutmeg)",Soup,Soup,dinner,171,West
Italian Wedding Soup,"Ingredients: Water, Italian Wedding Soup with Meatballs (chicken stock [water, chicken bones, onions, celery, carrots, sea salt, garlic, parsley, white pepper, thyme, bay leaves, marjoram], meatballs [beef, water, egg whites, bread crumbs [wheat flour, salt, yeast], romano cheese [pasteurized sheep's and/or cow's milk, rennet, salt, cheese cultures, enzymes], dehydrated onion, cane sugar, salt, natural flavors], onions, acini di pepe pasta [semolina [wheat], egg whites], spinach, escarole, extra virgin olive oil, basil, garlic, sea salt, thyme, canola oil, fennel seed, lemon juice, red pepper flakes, black pepper)",Soup,Soup,dinner,172,West
Pico De Gallo Avocado Toast,"Ingredients: Fresh Avocado, Fresh Arugula, True Balance Vegan Buttery Spread ((palm kernel and palm oil, canola oil, water, sunflower oil, salt, pea protein, less than 2% of: sunflower lecithin, olive oil, lactic acid, natural flavor, annatto [extract] [color], vitamin a palmitate) ), Fresh Tomatoes, Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), Fresh Yellow Onion, Fresh Jalapeno Pepper, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Fresh Garlic, Fresh Cilantro, Gluten-Free White Sourdough Bread (water, sourdough [rice flour, water], rice starch, corn starch, rice syrup, modified cellulose, psyllium seed husks [vegetable fiber], sunflower oil, pea protein, yeast, millet flour, citrus fiber, rice flour, quinoa flour, salt, guar gum, corn flour [MAY CONTAIN: SESAME])",True Balance,True Balance,breakfast,35,West
Apple Cinnamon Muffin,"Ingredients: Apple Pie Filling (apple slices, water, high fructose corn syrup, food starch modified [corn], apple juice concentrate, natural fruit flavor, potassium sorbate [preservative], citric acid, spices, ascorbic acid to protect color), True Balance Vegan Buttery Spread ((palm kernel and palm oil, canola oil, water, sunflower oil, salt, pea protein, less than 2% of: sunflower lecithin, olive oil, lactic acid, natural flavor, annatto [extract] [color], vitamin a palmitate) ), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Gluten-Free All-Purpose Flour (sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sweet white sorghum flour, tapioca flour, xanthan gum), Granulated Sugar, True Balance Oat Milk (oat base [water, oats], low erucic acid rapeseed oil, contains 2% of less of: dipotassium phosphate, calcium carbonate, tricalcium phosphate, sea salt, dicalcium phosphate, riboflavin, vitamin a, acetate, vitamin d2, vitamin b12), True Balance Vegan Buttery Spread ((palm kernel and palm oil, canola oil, water, sunflower oil, salt, pea protein, less than 2% of: sunflower lecithin, olive oil, lactic acid, natural flavor, annatto [extract] [color], vitamin a palmitate) ), Ground Cinnamon, Vegan Egg Replacer Powder (potato starch, tapioca flour, baking soda, psyllium husk fiber [MAY CONTAIN SESAME SEEDS, SOY, TREENUTS]), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide), Xanthan Gum, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative])",True Balance,True Balance,breakfast,36,West
Fresh Fruit Salad,"Ingredients: Fresh Grapes, Fresh Pineapple, Fresh Cantaloupe, Fresh Honeydew Melon",True Balance,True Balance,breakfast,37,West
Oatmeal,"Ingredients: Water, Gluten Free Whole-Grain Oats (gluten free oats)",True Balance,True Balance,breakfast,38,West
Dried Cranberries,"Ingredients: Sweetened Dried Cranberries (cranberries, sugar, sunflower oil)",True Balance,True Balance,breakfast,39,West
Raisins,Ingredients: Dark Seedless Raisins,True Balance,True Balance,breakfast,40,West
Brown Sugar,"Ingredients: Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility])",True Balance,True Balance,breakfast,41,West
Pork Burrito Bowl,"Ingredients: Fresh Lettuce, Vegan Shredded Cheddar Cheese (cheddar-style cheese [filtered water, modified potato starch, palm oil, sunflower oil, sea salt, cellulose gum, tapioca starch, yeast extract, cellulose gel, konjac powder [thickener], cultured dextrose, citric acid, locust bean gum, natural flavors, annatto [color], paprika extract [color], probiotic cultures [bacillus subtilis], powdered cellulose [to prevent caking]), Sliced Jalapeno Peppers (jalapeño peppers, water, salt, distilled vinegar, sodium benzoate [preservative], calcium chloride), Pork Shoulder and Butt, Canned Pinto Beans (prepared pinto beans, water, salt, calcium chloride [firming agent], calcium disodium edta [promotes color retention]), Water, Crushed Tomatillo (tomatillos, water, contains 2% or less of modified cornstarch, citric acid [to acidify]), Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Medium Thick & Chunky Salsa (tomatoes [tomatoes, tomato juice, citric acid [to acidify], calcium chloride [firming]], onions, dehydrated onion, tomato puree [tomato paste, water], jalapeno peppers, green chile peppers [green chile peppers, citric acid [to acidify]], water, contains 2% or less of salt, distilled vinegar, garlic, dehydrated garlic, xanthan gum, spice, paprika, natural flavor), Fresh Yellow Onion, Fresh Yellow Onion, Fresh Jalapeno Pepper, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Fresh Garlic, Canola Oil, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Cumin, Fresh Cilantro, Ground Black Pepper",True Balance,True Balance,lunch,115,West
Chocolate Chip Cookie,"Ingredients: Enjoy Life Semi-Sweet Chocolate Chips (cane sugar, unsweetened chocolate, cocoa butter), Gluten-Free All-Purpose Flour (sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sweet white sorghum flour, tapioca flour, xanthan gum), True Balance Vegan Buttery Spread ((palm kernel and palm oil, canola oil, water, sunflower oil, salt, pea protein, less than 2% of: sunflower lecithin, olive oil, lactic acid, natural flavor, annatto [extract] [color], vitamin a palmitate) ), Granulated Sugar, Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Water, Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Vegan Egg Replacer Powder (potato starch, tapioca flour, baking soda, psyllium husk fiber [MAY CONTAIN SESAME SEEDS, SOY, TREENUTS]), Baking Soda (sodium bicarbonate), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide)",True Balance,True Balance,lunch,116,West
Fresh Fruit Cup,"Ingredients: Fresh Pineapple, Fresh Honeydew Melon, Fresh Cantaloupe, Fresh Grapes, Fresh Grapes",True Balance,True Balance,lunch,117,West
Vegetable Soup With Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Frozen Green Beans, Fresh Carrot, Fresh Celery, Fresh Yellow Onion, Fresh Cabbage, Frozen Corn Kernels, Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Canola Oil, Fresh Garlic, Fresh Parsley, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Whole Thyme Leaves, Dried Bay Leaves",True Balance,True Balance,lunch,118,West
Penne,"Ingredients: Water, Gluten-Free Penne Rigate (corn flour, rice flour, mono and diglycerides)",True Balance,True Balance,lunch,119,West
Pork Burrito Bowl,"Ingredients: Fresh Lettuce, Vegan Shredded Cheddar Cheese (cheddar-style cheese [filtered water, modified potato starch, palm oil, sunflower oil, sea salt, cellulose gum, tapioca starch, yeast extract, cellulose gel, konjac powder [thickener], cultured dextrose, citric acid, locust bean gum, natural flavors, annatto [color], paprika extract [color], probiotic cultures [bacillus subtilis], powdered cellulose [to prevent caking]), Sliced Jalapeno Peppers (jalapeño peppers, water, salt, distilled vinegar, sodium benzoate [preservative], calcium chloride), Pork Shoulder and Butt, Canned Pinto Beans (prepared pinto beans, water, salt, calcium chloride [firming agent], calcium disodium edta [promotes color retention]), Water, Crushed Tomatillo (tomatillos, water, contains 2% or less of modified cornstarch, citric acid [to acidify]), Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Medium Thick & Chunky Salsa (tomatoes [tomatoes, tomato juice, citric acid [to acidify], calcium chloride [firming]], onions, dehydrated onion, tomato puree [tomato paste, water], jalapeno peppers, green chile peppers [green chile peppers, citric acid [to acidify]], water, contains 2% or less of salt, distilled vinegar, garlic, dehydrated garlic, xanthan gum, spice, paprika, natural flavor), Fresh Yellow Onion, Fresh Yellow Onion, Fresh Jalapeno Pepper, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Fresh Garlic, Canola Oil, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Cumin, Fresh Cilantro, Ground Black Pepper",True Balance,True Balance,dinner,186,West
Chocolate Chip Cookie,"Ingredients: Enjoy Life Semi-Sweet Chocolate Chips (cane sugar, unsweetened chocolate, cocoa butter), Gluten-Free All-Purpose Flour (sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sweet white sorghum flour, tapioca flour, xanthan gum), True Balance Vegan Buttery Spread ((palm kernel and palm oil, canola oil, water, sunflower oil, salt, pea protein, less than 2% of: sunflower lecithin, olive oil, lactic acid, natural flavor, annatto [extract] [color], vitamin a palmitate) ), Granulated Sugar, Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Water, Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Vegan Egg Replacer Powder (potato starch, tapioca flour, baking soda, psyllium husk fiber [MAY CONTAIN SESAME SEEDS, SOY, TREENUTS]), Baking Soda (sodium bicarbonate), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide)",True Balance,True Balance,dinner,187,West
Fresh Fruit Cup,"Ingredients: Fresh Pineapple, Fresh Honeydew Melon, Fresh Cantaloupe, Fresh Grapes, Fresh Grapes",True Balance,True Balance,dinner,188,West
Vegetable Soup With Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Frozen Green Beans, Fresh Carrot, Fresh Celery, Fresh Yellow Onion, Fresh Cabbage, Frozen Corn Kernels, Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Canola Oil, Fresh Garlic, Fresh Parsley, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Whole Thyme Leaves, Dried Bay Leaves",True Balance,True Balance,dinner,189,West
Penne,"Ingredients: Water, Gluten-Free Penne Rigate (corn flour, rice flour, mono and diglycerides)",True Balance,True Balance,dinner,190,West
Vegan Breakfast Bowl,"Ingredients: Vegan Chorizo Sausage Crumbles (water, soy flour, corn oil, onions, paprika. contains 2% or less of garlic [garlic, water], salt, soy protein isolate, spices, citric acid, cooked onion and carrot juice concentrate, garlic powder, vinegar solids, onion powder, sugar, paprika extract color, natural flavor, faba bean protein, pea protein), Medium Thick & Chunky Salsa (tomatoes [tomatoes, tomato juice, citric acid [to acidify], calcium chloride [firming]], onions, dehydrated onion, tomato puree [tomato paste, water], jalapeno peppers, green chile peppers [green chile peppers, citric acid [to acidify]], water, contains 2% or less of salt, distilled vinegar, garlic, dehydrated garlic, xanthan gum, spice, paprika, natural flavor), Vegan Shredded Cheddar Cheese (cheddar-style cheese [filtered water, modified potato starch, palm oil, sunflower oil, sea salt, cellulose gum, tapioca starch, yeast extract, cellulose gel, konjac powder [thickener], cultured dextrose, citric acid, locust bean gum, natural flavors, annatto [color], paprika extract [color], probiotic cultures [bacillus subtilis], powdered cellulose [to prevent caking]), Frozen Corn Kernels, Vegan Liquid Egg (water, mung bean protein, expeller-pressed canola oil, contains less than 2% of dehydrated onion, gellan gum, carrot extractives [color], turmeric extractives [color], potassium citrate, salt, sugar, tapioca syrup solids, tetrasodium pyrophosphate, transglutaminase, nisin [preservative] [MADE IN A FACILITY THAT PROCESSES EGG]), Frozen Cauliflower, Black Beans (black beans, water, salt, calcium chloride), Fresh Bell Pepper, Fresh Yellow Onion, Fresh Cilantro, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Jalapeno Pepper, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Garlic, Ground Cumin, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Vegan,Vegan ,breakfast,29,West
Tofu Banh Mi,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate), Fresh Cucumber, Fresh Daikon Radish, Light Soy Sauce (water, soybeans, wheat, salt, lactic acid, sodium benzoate: less than 1/10 of 1% as a preservative), Fresh Carrot, Seasoned Rice Wine Vinegar (rice wine vinegar [diluted with water to 4.5% acidity], sugar, salt, potassium metabisulfite [preservative], caramel color), White Vinegar (distilled white vinegar diluted with water to 5% [50 grains] acidity), Fresh Cilantro, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Jalapeno Pepper, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Mirin Cooking Wine (glucose syrup, water, alcohol, rice, corn syrup, salt), Fresh Cilantro, Granulated Sugar, ""SAUCE CHILI SRIRACHA THAI KITCHEN"" (ingredient details unavailable at this time), Fresh Gingerroot, Aquafaba Reserved Liquid (cooked dried chick pea liquid, water, salt), Agave Nectar (organic agave nectar, water), Low Sodium Garbanzo Beans (prepared chick peas, water, salt, calcium chloride [firming agent], disodium edta [promotes color retention]), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), Dijon Mustard (distilled white vinegar, water, mustard seed, salt, white wine, fruit pectin, citric acid, tartaric acid, sugar, spices), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Baguette Bread (unbleached, unbromated enriched wheat flour [malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid], water, yeast, malted barley flour, sugar, contains 2% or less of the following: salt, soybean oil, wheat gluten, calcium propionate, ascorbic acid, enzymes, organic sesame flour)",Vegan,Vegan ,lunch,103,West
Crispy Yucca Chili Fries,"Ingredients: Yuca Fries (cassava and salt), Scallion, Non-Fat Plain Greek Yogurt (cultured grade a non fat milk), Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Buttermilk (cultured pasteurized fat free milk, salt, and sodium citrate), Ground Beef, Tomato Puree (vine ripened tomatoes, water, tomato paste, salt), Canned Pinto Beans (prepared pinto beans, water, salt, calcium chloride [firming agent], calcium disodium edta [promotes color retention]), Black Beans (black beans, water, salt, calcium chloride), Dark Red Kidney Beans (prepared dark kidney beans, water, salt, sugar, dextrose, calcium chloride [firming agent], and disodium edta [to promote color retention]), Fresh Yellow Onion, Chipotle Pepper Flavor Concentrate (red bell pepper puree [red peppers, water, salt, citric acid], maltodextrin, vegetable oil [corn and/or canola oil], onions, chipotle powder, salt, sugar, olive oil, jalapeno peppers, spices, carrot, celery, onion powder, vinegar, modified cornstarch, 2% or less of palm oil, garlic, yeast extract, natural smoke flavor, citric acid, natural), Fresh Cilantro, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Bell Pepper, Fresh Bell Pepper, Fresh Bell Pepper, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Cumin",Vegan,Vegan ,lunch,104,West
Gardenburger Black Bean Burger,"Ingredients: Black Bean Burger Patty (water, cooked black beans [black beans, water], cooked brown rice [water, brown rice], soy protein concentrate, onions, whole kernel corn, hydrated bulgur wheat [water, bulgur wheat], soy protein isolate, green chiles, canola oil, contains two percent or less of salt, spices, red bell peppers, black bean powder, methylcellulose, yeast extract, sugar, onion powder, tomato powder, caramel color, natural flavor, garlic powder, paprika [color], turmeric [color])",Vegan,Vegan ,lunch,105,West
Steamed Green Peas,"Ingredients: Frozen Green Peas, Garlic & Herb Salt-Free Seasoning (garlic, spices [including oregano, rosemary, basil, red pepper], orange peel, onion, paprika, celery)",Vegan,Vegan ,dinner,173,West
Aloo Gobi,"Ingredients: Diced Potato Cubes in Water, Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate), Fresh Cauliflower, Fresh Tomatoes, Water, Fresh Yellow Onion, Indian Curry Paste (ground onion [onion, citric acid], water, canola oil, spices [paprika [color], cumin, coriander, black pepper, turmeric, cayenne, cardamom], ground garlic [garlic, citric acid], ginger puree [ginger, phosphoric acid], distilled vinegar, salt, dehydrated onion), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Fresh Gingerroot, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Cilantro, Whole Cumin Seed",Vegan,Vegan ,dinner,174,West
