Name,Ingredients,Station,Location,Meal Type,Item ID,DiningHall
Griot Pork ,"Ingredients: Water, Pork Shoulder and Butt, Fresh Yellow Onion, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), Orange Juice (100% orange juice from concentrate contains pure filtered water, premium concentrated orange juice, ascorbic acid [vitamin c]**. **ingredient not found in regular orange juice from concentrate), Apple Cider Vinegar (apple cider vinegar,  distilled vinegar from grain, natural flavor with caramel color, diluted with water to a uniform pickling and table strength of 5% [50 grains] acidity), Fresh Garlic, Fresh Bell Pepper, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Celery, Fresh Thyme, Fresh Parsley, Habanero Chili Pepper, Whole Cloves, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Scallion",Concept Kitchen,Concept Kitchen,dinner,138,Marciano
Creole Chicken ,"Ingredients: Fresh Green Beans, Fresh Celery, Fresh Parsley, Fresh Cilantro, Fresh Bell Pepper, Fresh Bell Pepper, White Vinegar (distilled white vinegar diluted with water to 5% [50 grains] acidity), Fresh Yellow Onion, Habanero Chili Pepper, Fresh Garlic, Water, White Rice (long grain rice enriched with iron [ferric orthophosphate], niacin, thiamin [thiamin mononitrate] and folic acid), Dark Red Kidney Beans (prepared dark kidney beans, water, salt, sugar, dextrose, calcium chloride [firming agent], and disodium edta [to promote color retention]), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Extra Virgin Olive Oil, Fresh Yellow Onion, Fresh Bell Pepper, Ground Paprika (paprika and silicon dioxide [added to make free flowing]), Fresh Garlic, Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Fresh Lime, Whole Fresh Chicken (whole young broiler chicken without neck and giblets)",Concept Kitchen,Concept Kitchen,dinner,139,Marciano
Haitian Legume,"Ingredients: Water, White Basmati Rice, Top Round (beef), Eggplant, Fresh Cabbage, Fresh Yellow Onion, Fresh Carrot, Chayote, Crushed Tomatoes (vine ripened tomatoes, tomato puree, sea salt and citric acid), Low-Sodium Gluten-Free Beef Base (roasted beef and beef stock, salt, natural flavors, sugar, tomato paste, 2% or less of potato starch, autolyzed yeast extract, canola oil, beef fat), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Watercress, Fresh Spinach, Canola Oil, Cajun Seasoning (garlic, spices [including paprika, oregano, red pepper], salt, and onion), Fresh Parsley, Caribbean Jerk Seasoning (water, salt, black pepper, allspice, cane vinegar, raw cane sugar, approved spices [including red pepper], scallions, tomato paste, hot peppers, thyme, dextrose, caramel color, chives, citric acid, and sulfiting agents), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Whole Thyme Leaves",Concept Kitchen,Concept Kitchen,dinner,140,Marciano
Citrus And Habanero Grilled Poule (Haitian Chicken),"Ingredients: Halal Chicken Thigh ((boneless skinless thigh meat)), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Orange Juice (100% orange juice from concentrate contains pure filtered water, premium concentrated orange juice, ascorbic acid [vitamin c]**. **ingredient not found in regular orange juice from concentrate), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Scallion, Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Fresh Garlic, Ground Allspice, Fresh Thyme, Fresh Rosemary, Ground Black Pepper",Concept Kitchen,Concept Kitchen,dinner,141,Marciano
Creole Chicken Okra Soup,"Ingredients: Halal Chicken Leg Quarter (chicken leg quarters), Water, Fresh Bell Pepper, Frozen Okra, Fresh Yellow Onion, Habanero Chili Pepper, Tomato Paste (vine ripened fresh tomatoes, citric acid), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Parsley, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Low-Sodium Gluten-Free Chicken Base (chicken meat, salt, chicken broth, chicken fat, sugar, canola oil, corn starch, 2% or less of natural flavors, potato starch, turmeric [color]), Fresh Garlic, Ground Black Pepper, Whole Thyme Leaves, Dried Bay Leaves",Concept Kitchen,Concept Kitchen,dinner,142,Marciano
Haitian  Poached Fish ,"Ingredients: Fresh Pollock Fillet (pollock), Fresh Yellow Onion, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Fresh Shallot, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Fresh Parsley, White Wine Vinegar (white wine vinegar, potassium metabisulfite [preservative], diluted with water to 5% acidity), Fresh Serrano Peppers, Fresh Thyme",Concept Kitchen,Concept Kitchen,dinner,143,Marciano
Haitian Shrimp Legume,"Ingredients: Water, White Basmati Rice, Cooked Shrimp (shrimp, water, salt and sodium tripolyphosphate [to retain moisture]), Eggplant, Fresh Cabbage, Fresh Yellow Onion, Fresh Carrot, Chayote, Crushed Tomatoes (vine ripened tomatoes, tomato puree, sea salt and citric acid), Low-Sodium Gluten-Free Beef Base (roasted beef and beef stock, salt, natural flavors, sugar, tomato paste, 2% or less of potato starch, autolyzed yeast extract, canola oil, beef fat), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Watercress, Fresh Spinach, Canola Oil, Cajun Seasoning (garlic, spices [including paprika, oregano, red pepper], salt, and onion), Fresh Parsley, Caribbean Jerk Seasoning (water, salt, black pepper, allspice, cane vinegar, raw cane sugar, approved spices [including red pepper], scallions, tomato paste, hot peppers, thyme, dextrose, caramel color, chives, citric acid, and sulfiting agents), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Whole Thyme Leaves",Concept Kitchen,Concept Kitchen,dinner,144,Marciano
Vegan Haitian Stew  ,"Ingredients: Water, Tomato Paste (vine ripened fresh tomatoes, citric acid), Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Diced Potato Cubes in Water, Fresh Carrot, Fresh Yellow Onion, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Celery, Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Fresh Garlic, Dried Bay Leaves",Concept Kitchen,Concept Kitchen,dinner,145,Marciano
 Legim,"Ingredients: Water, White Basmati Rice, Eggplant, Fresh Cabbage, Fresh Yellow Onion, Fresh Carrot, Chayote, Crushed Tomatoes (vine ripened tomatoes, tomato puree, sea salt and citric acid), Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Watercress, Fresh Spinach, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Cajun Seasoning (garlic, spices [including paprika, oregano, red pepper], salt, and onion), Fresh Parsley, Caribbean Jerk Seasoning (water, salt, black pepper, allspice, cane vinegar, raw cane sugar, approved spices [including red pepper], scallions, tomato paste, hot peppers, thyme, dextrose, caramel color, chives, citric acid, and sulfiting agents), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Whole Thyme Leaves",Concept Kitchen,Concept Kitchen,dinner,146,Marciano
100 Russian Potato Salad,"Ingredients: Red Potato, Fresh Carrot, Frozen Green Peas, Red Beet, Mayonnaise (soybean oil, distilled vinegar, egg yolk, high fructose corn syrup, contains less than 2% of salt, water, mustard seed, calcium sodium edta [to protect flavor]), Scallion, Fresh Parsley, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Ground Paprika (paprika and silicon dioxide [added to make free flowing])",Concept Kitchen,Concept Kitchen,dinner,147,Marciano
French Style Salad,"Ingredients: Fresh Lettuce, Fresh Cucumber, Fresh Tomatoes, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Red Wine Vinegar (red wine vinegar, potassium metabisulfite [a preservative], diluted with water to 5% acidity), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene)",Concept Kitchen,Concept Kitchen,dinner,148,Marciano
Cucumber And Sweet Bell Pepper Salad ,"Ingredients: Fresh Lettuce, Fresh Bell Pepper, Fresh Bell Pepper, Fresh Cucumber, Dijon Mustard (distilled white vinegar, water, mustard seed, salt, white wine, fruit pectin, citric acid, tartaric acid, sugar, spices), Red Wine Vinegar (red wine vinegar, potassium metabisulfite [a preservative], diluted with water to 5% acidity), Extra Virgin Olive Oil, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Concept Kitchen,Concept Kitchen,dinner,149,Marciano
Marinated Tomato Salad,"Ingredients: Bulgur Wheat, Fresh Kale, Fresh Tomatoes, Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), ""VINEGAR CHAMPAGNE"" (ingredient details unavailable at this time), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Concept Kitchen,Concept Kitchen,dinner,150,Marciano
Carrot Raisin Salad,"Ingredients: Pineapple Tidbits in Juice (pineapple, pineapple juice, citric acid), Fresh Carrot, Non-Fat Plain Greek Yogurt (cultured grade a non fat milk), Dark Seedless Raisins, Fresh Celery, Pure Clover Honey",Concept Kitchen,Concept Kitchen,dinner,151,Marciano
Spicy Fruit Salad,"Ingredients: Fresh Cantaloupe, Fresh Cucumber, Fresh Mango, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), ""SEASONING CHILI LIME RUB - COOKED"" (ingredient details unavailable at this time), Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic)",Concept Kitchen,Concept Kitchen,dinner,152,Marciano
Spicy Mango Salad,"Ingredients: Fresh Mango, Fresh Red Onion, Fresh Bell Pepper, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Scallion, Ground Turmeric, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Crushed Red Pepper Flakes, Cayenne Pepper (red pepper)",Concept Kitchen,Concept Kitchen,dinner,153,Marciano
Blended Spice,"Ingredients: Fresh Yellow Onion, Scallion, Scallion, Fresh Parsley, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), White Vinegar (distilled white vinegar diluted with water to 5% [50 grains] acidity), Fresh Garlic, Ground Black Pepper, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Bell Pepper, Fresh Bell Pepper",Concept Kitchen,Concept Kitchen,dinner,154,Marciano
Pancakes,"Ingredients: Whole Milk (milk and vitamin d3), Gluten-Free Waffle Mix (white rice flour, degerminated yellow corn flour, soy flour, sugar, monocalcium phosphate, sodium bicarbonate, salt, cornstarch, natural vanilla flavor, xanthan gum), Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene)",Gluten Free Kitchen,Gluten Free Kitchen,breakfast,23,Marciano
Pork Sausage Patty,"Ingredients: Pork Sausage Patty (pork, contains 2% or less of: water, salt, corn syrup solids, flavorings, sugar, dextrose, bht, propyl gallate, citric acid)",Gluten Free Kitchen,Gluten Free Kitchen,breakfast,24,Marciano
Apple Cinnamon Muffin,"Ingredients: Apple Pie Filling (apple slices, water, high fructose corn syrup, food starch modified [corn], apple juice concentrate, natural fruit flavor, potassium sorbate [preservative], citric acid, spices, ascorbic acid to protect color), True Balance Vegan Buttery Spread ((palm kernel and palm oil, canola oil, water, sunflower oil, salt, pea protein, less than 2% of: sunflower lecithin, olive oil, lactic acid, natural flavor, annatto [extract] [color], vitamin a palmitate) ), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Gluten-Free All-Purpose Flour (sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sweet white sorghum flour, tapioca flour, xanthan gum), Granulated Sugar, Original Oatmilk (oatmilk [filtered water, oats], calcium carbonate, dipotassium phosphate, sea salt, gellan gum, vitamin a palmitate, vitamin d2, riboflavin [vitamin b2] and vitamin b12), True Balance Vegan Buttery Spread ((palm kernel and palm oil, canola oil, water, sunflower oil, salt, pea protein, less than 2% of: sunflower lecithin, olive oil, lactic acid, natural flavor, annatto [extract] [color], vitamin a palmitate) ), Ground Cinnamon, Vegan Egg Replacer Powder (potato starch, tapioca flour, baking soda, psyllium husk fiber [MAY CONTAIN SESAME SEEDS, SOY, TREENUTS]), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide), Xanthan Gum, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative])",Gluten Free Kitchen,Gluten Free Kitchen,breakfast,25,Marciano
Fresh Fruit Salad,"Ingredients: Fresh Grapes, Fresh Pineapple, Fresh Cantaloupe, Fresh Honeydew Melon",Gluten Free Kitchen,Gluten Free Kitchen,breakfast,26,Marciano
Oatmeal,"Ingredients: Water, Gluten Free Whole-Grain Oats (gluten free oats)",Gluten Free Kitchen,Gluten Free Kitchen,breakfast,27,Marciano
Dried Cranberries,"Ingredients: Sweetened Dried Cranberries (cranberries, sugar, sunflower oil)",Gluten Free Kitchen,Gluten Free Kitchen,breakfast,28,Marciano
Raisins,Ingredients: Dark Seedless Raisins,Gluten Free Kitchen,Gluten Free Kitchen,breakfast,29,Marciano
Brown Sugar,"Ingredients: Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility])",Gluten Free Kitchen,Gluten Free Kitchen,breakfast,30,Marciano
Butter Chicken,"Ingredients: Halal Chicken Breast (boneless skinless chicken breasts with rib meat), Tomato Puree (vine ripened tomatoes, water, tomato paste, salt), Heavy Whipping Cream (heavy cream, milk, contains less than 0.5% of: carrageenan, mono and diglycerides, polysorbate 80), Fresh Yellow Onion, Unsalted Butter (pasteurized cream (milk), natural flavorings), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), Non-Fat Plain Greek Yogurt (cultured grade a non fat milk), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Gingerroot, Fresh Garlic, Granulated Sugar, Curry Powder (coriander, fenugreek, turmeric, cumin, black pepper, bay leaves, celery seed, nutmeg, clove, onion, ginger and red pepper), Ground Paprika (paprika and silicon dioxide [added to make free flowing]), Ground Cumin, Ground Coriander, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Cilantro, Whole Cumin Seed, Cayenne Pepper (red pepper)",Gluten Free Kitchen,Gluten Free Kitchen,lunch,123,Marciano
Yellow Rice,"Ingredients: Water, White Rice (long grain rice enriched with iron [ferric orthophosphate], niacin, thiamin [thiamin mononitrate] and folic acid), Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Ground Turmeric, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Gluten Free Kitchen,Gluten Free Kitchen,lunch,124,Marciano
Cumin Roasted Cauliflower,"Ingredients: Fresh Cauliflower, Canola Oil, Ground Cumin, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Gluten Free Kitchen,Gluten Free Kitchen,lunch,125,Marciano
Kielbasa & Potato Hash,"Ingredients: Red Potato, ""SAUSAGE SMOKED PORK CHICKEN ROPE CKD FZ - THAWED, CUT"" (ingredient details unavailable at this time), Fresh Yellow Onion, Fresh Bell Pepper, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic",Gluten Free Kitchen,Gluten Free Kitchen,dinner,213,Marciano
Grill Works,Ingredients: Water,Grill,Grill,lunch,60,Marciano
Smash Burger,"Ingredients: Ground Beef, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Brioche Slider Roll (unbleached, unbromated enriched wheat flour [malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid], water, yeast, malted barley flour, sugar, contains 2% or less of the following: salt, soybean oil, wheat gluten, sodium alginate, corn starch, annatto extract & turmeric extract, calcium propionate, ascorbic acid, canola oil, sunflower lecithin, wheat protein isolate, enzymes, vegetable proteins, vegetable oil, dextrose, maltodextrins, natural flavors [SESAME SEEDS USED INSIDE BAKERY]), Low-Sodium Yellow American Cheese (american cheese (milk, cheese culture, salt, enzymes), water, cream, potassium citrate, sodium citrate, sorbic acid as a preservative, color added, sunflower lecithin (release agent).)",Grill,Grill,lunch,61,Marciano
Gardenburger Black Bean Burger,"Ingredients: Black Bean Burger Patty (water, cooked black beans [black beans, water], cooked brown rice [water, brown rice], soy protein concentrate, onions, whole kernel corn, hydrated bulgur wheat [water, bulgur wheat], soy protein isolate, green chiles, canola oil, contains two percent or less of salt, spices, red bell peppers, black bean powder, methylcellulose, yeast extract, sugar, onion powder, tomato powder, caramel color, natural flavor, garlic powder, paprika [color], turmeric [color])",Grill,Grill,lunch,62,Marciano
Grilled Herbed Orange Chicken,"Ingredients: Halal Chicken Breast (boneless skinless chicken breasts with rib meat), Orange Juice (100% orange juice from concentrate contains pure filtered water, premium concentrated orange juice, ascorbic acid [vitamin c]**. **ingredient not found in regular orange juice from concentrate), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Ground Black Pepper, Whole Thyme Leaves, Dried Basil Leaves",Grill,Grill,lunch,63,Marciano
Turkey Burger Patty,"Ingredients: Turkey Burger Patty (white turkey, turkey skin, contains 2% or less of sugar, salt, natural flavorings, garlic, onion)",Grill,Grill,lunch,64,Marciano
Turkey Hot Dog,"Ingredients: New England Hot Dog Bun (unbleached enriched wheat flour [wheat flour, malted barley flour, niacin, iron, thiamin hydrochloride, riboflavin, folic acid], water, sugar, yeast, soybean and/or canola oil, contains less than 2% of salt, wheat gluten, cultured wheat flour, dough conditioners [sodium stearoyl lactylate, mono and diglycerides, ascorbic acid, enzymes], yeast nutrients [monocalcium phosphate, calcium sulfate, ammonium sulfate], calcium propionate [preservative], soy lecithin), Turkey Hot Dog (mechanically separated turkey, water, corn syrup, salt, contains 2% or less of dextrose, flavorings, sodium phosphates, sodium erythorbate, potassium lactate, smoke flavor, paprika, sodium diacetate, sodium nitrite, extractives of paprika)",Grill,Grill,lunch,65,Marciano
Grill Works,Ingredients: Water,Grill,Grill,dinner,155,Marciano
Bbq Salmon Burger ,"Ingredients: Alaskan Salmon Burger (pink and/or keta salmon, vegetable oil [soybean and/or canola], water, contains 2% or less of: ground onion, salt, potato extract, garlic powder, mustard flour, white pepper, beet juice [color], annatto [color], rosemary extract, mesquite smoke flavor, lemon juice from concentrate), Unsalted Butter (pasteurized cream (milk), natural flavorings), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Ground Paprika (paprika and silicon dioxide [added to make free flowing]), Onion Powder, Granulated Garlic (garlic powder), Ground Cumin, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Crushed Red Pepper Flakes, Cayenne Pepper (red pepper), Ground Black Pepper, Fresh Garlic, Plain Hamburger Bun (unbleached, unbromated enriched wheat flour [malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid], water, yeast, sugar, contains 2% or less of the following: salt, soybean oil, wheat gluten, annatto extract & turmeric extract, calcium propionate, ascorbic acid, guar gum, enzymes, monoglyerides [SESAME SEEDS USED INSIDE BAKERY]), Fresh Kale",Grill,Grill,dinner,156,Marciano
Angus Beef Patty,Ingredients: Ground Beef Patty (boneless beef),Grill,Grill,dinner,157,Marciano
Gardenburger Black Bean Burger,"Ingredients: Black Bean Burger Patty (water, cooked black beans [black beans, water], cooked brown rice [water, brown rice], soy protein concentrate, onions, whole kernel corn, hydrated bulgur wheat [water, bulgur wheat], soy protein isolate, green chiles, canola oil, contains two percent or less of salt, spices, red bell peppers, black bean powder, methylcellulose, yeast extract, sugar, onion powder, tomato powder, caramel color, natural flavor, garlic powder, paprika [color], turmeric [color])",Grill,Grill,dinner,158,Marciano
Grilled Herbed Orange Chicken,"Ingredients: Halal Chicken Breast (boneless skinless chicken breasts with rib meat), Orange Juice (100% orange juice from concentrate contains pure filtered water, premium concentrated orange juice, ascorbic acid [vitamin c]**. **ingredient not found in regular orange juice from concentrate), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Ground Black Pepper, Whole Thyme Leaves, Dried Basil Leaves",Grill,Grill,dinner,159,Marciano
Classic Grilled Cheese,"Ingredients: Smart Balance Margarine (oil blend [palm, soybean, canola, and olive oil], water, contains less than 2% of salt, enzyme-modified soybean lecithin, natural & artificial flavor, potassium sorbate and calcium disodium edta [to preserve freshness], lactic acid, vitamin a palmitate, beta-carotene color), White American Cheese Slices (milk, cream, water, dairy product solids, sodium citrate, salt, cheese culture, modified food starch, sorbic acid [preservative], enzymes, citric acid, soy lecithin), White Pullman Bread (unbleached enriched wheat flour [wheat flour, malted barley flour, niacin, iron, thiamin hydrochloride, riboflavin, folic acid], water, sugar, yeast, contains less than 2% of soybean and/or canola oil, salt, wheat gluten, dough conditioners [sodium stearoyl lactylate, monoglycerides, enzymes, ascorbic acid], preservatives [calcium propionate, propionic acid, phosphoric acid], yeast nutrients [monocalcium phosphate, calcium sulfate, ammonium sulfate], vinegar, wheat starch, soy lecithin)",Grill,Grill,dinner,160,Marciano
Beef Hot Dog,"Ingredients: Hot Dog (beef, water, contains 2% or less of salt, spices, dextrose, potassium lactate, sorbitol, sodium phosphates, paprika, extractives of paprika, sodium erythorbate, [natural] flavorings, sodium diacetate, ascorbic acid [vitamin c], sodium nitrite)",Grill,Grill,dinner,161,Marciano
Crispy French Fries,"Ingredients: Straight Cut Fries (potatoes, vegetable oil [contains one or more of the following oils: canola, soybean, cottonseed, sunflower, corn], potato starch - modified. contains 2% or less of dextrin, dextrose, leavening [sodium acid pyrophosphate, sodium bicarbonate], pea fiber, pea protein, rice flour, salt, sodium acid pyrophosphate added to maintain color, xanthan gum)",Grill,Grill,dinner,162,Marciano
Sweet & Sour Pork,"Ingredients: Ketchup (tomato concentrate from red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder, natural flavoring), Boneless Pork Loin, Unsweetened Pineapple Juice (pineapple juice from concentrate [water, pineapple juice concentrate] and ascorbic acid [vitamin c]), Pineapple Chunks in Juice (pineapples, water, sugar), Fresh Yellow Onion, Fresh Bell Pepper, Fresh Bell Pepper, Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), White Balsamic Vinegar (white wine vinegar, grape musts [CONTAINS SULFITES]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Corn Starch, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Gluten-Free Tamari Soy Sauce (water, soybeans, salt, sugar, brewing starter, alcohol, vinegar, lactic acid)",International,International,lunch,97,Marciano
Steamed Broccoli,Ingredients: Fresh Broccoli,International,International,lunch,98,Marciano
Jasmine Rice,"Ingredients: Water, Jasmine Rice ([thai hom mali jasmine rice])",International,International,dinner,99,Marciano
Rotisserie-Style Chicken,"Ingredients: Halal Chicken Leg Quarter (chicken leg quarters), Rotisserie Chicken Seasoning (salt, onion, spices, paprika, garlic and citric acid)",International,International,dinner,187,Marciano
Scallion Mashed Potato (Sc),"Ingredients: Diced Potato Cubes in Water, Skim Milk (fat free milk, vitamin a palmitate and vitamin d3), Scallion, Smart Balance Margarine PC (vegetable oil blend [soybean oil, palm oil and palm kernel oil], water, contains 2% or less of: salt, mono and diglycerides, sodium benzoate, lactic acid and calcium disodium edta [preservatives], soy lecithin [soy], natural flavor, beta carotene [color], vitamin a palmitate added), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",International,International,dinner,188,Marciano
Steamed Green Beans,Ingredients: Fresh Green Beans,International,International,dinner,189,Marciano
Create Your Own Omelet Station,"Ingredients: Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color)",Saute,Saute,breakfast,11,Marciano
Diced Breakfast Ham,"Ingredients: Diced Ham (pork cured with: water, salt, dextrose, modified food starch, potassium lactate, sodium phosphate, sodium erythorbate, sodium diacetate, natural smoke flavoring, sodium nitrite [MAY CONTAIN SODIUM ASCORBATE])",Saute,Saute,breakfast,12,Marciano
Diced Onions,Ingredients: Fresh Yellow Onion,Saute,Saute,breakfast,13,Marciano
Diced Green Peppers,Ingredients: Fresh Bell Pepper,Saute,Saute,breakfast,14,Marciano
Sauteed Mushrooms,"Ingredients: Fresh Mushrooms, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute,breakfast,15,Marciano
Tofu,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate)",Saute,Saute,breakfast,16,Marciano
